RA,Fase,Turma,Nome,Ano nasc,Idade 22,Genero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO,Atingiu_PV
RA-475,2,U,Aluno-475,2010,12,Menina,2022,Escola Pública,,,AMETISTA,7.199,"430,000",63,4,3,Avaliador-5,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,9.2,7.5,Não atendido,5.8,"3,3","8,3",,Não,7.667,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-476,2,U,Aluno-476,2010,12,Menina,2019,Escola Pública,Ágata,Ametista,AGATA,6.931,"513,000",78,5,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,9.3,4.4,Requer avaliação,5.5,"5,0","6,0",,Não,7.556,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-477,2,U,Aluno-477,2009,13,Menino,2022,Escola Pública,,,QUARTZO,3.633,"860,000",155,16,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,0.0,5.0,5.6,Requer avaliação,0.7,"0,3","1,0",,Não,4.5,5.0,Fase 3 (7º e 8º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-478,2,U,Aluno-478,2010,12,Menina,2019,Escola Pública,Ametista,Ametista,AGATA,6.709,"588,000",96,8,3,Avaliador-5,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,9.1,5.6,Requer avaliação,4.9,"3,8","6,0",,Não,7.056,5.0,Fase 3 (7º e 8º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-479,1,A,Aluno-479,2012,10,Menino,2020,Rede Decisão,Topázio,Topázio,TOPAZIO,8.465,"40,000",5,1,3,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,8.0,9.2,7.5,Sem limitações,9.8,"10,0","9,7",,Não,9.5,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-480,1,A,Aluno-480,2012,10,Menina,2021,Escola Pública,,Ametista,AMETISTA,7.502,"309,000",81,6,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,9.0,8.8,7.5,Não atendido,6.3,"6,8","5,7",,Sim,8.444,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-481,1,A,Aluno-481,2013,9,Menino,2021,Escola Pública,,Topázio,AMETISTA,7.21,"424,000",109,9,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,8.0,7.5,Não atendido,5.2,"5,7","4,7",,Não,6.889,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-482,1,A,Aluno-482,2011,11,Menino,2021,Escola Pública,,Ametista,AGATA,6.866,"532,000",134,10,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,10.0,7.9,7.5,Não atendido,5.5,"4,3","6,7",,Não,6.833,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-483,1,A,Aluno-483,2011,11,Menina,2019,Escola Pública,Ametista,Ágata,QUARTZO,5.263,"805,000",185,13,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,4.8,5.0,Requer avaliação,2.4,"2,0","2,8",,Não,6.833,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-484,1,A,Aluno-484,2011,11,Menino,2022,Escola Pública,,,AGATA,6.71,"587,000",144,11,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,8.7,5.0,Requer avaliação,6.5,"8,0","5,0",,Não,6.389,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-485,1,A,Aluno-485,2012,10,Menino,2020,Escola Pública,Topázio,Ágata,QUARTZO,4.742,"837,000",191,14,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.5,4.0,7.5,Não atendido,1.2,"1,0","1,3",,Não,5.444,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-486,1,A,Aluno-486,2012,10,Menina,2020,Escola Pública,Topázio,Topázio,AMETISTA,7.621,"264,000",68,4,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,10.0,9.9,7.5,Não atendido,7.3,"6,7","7,8",,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-487,1,A,Aluno-487,2012,10,Menina,2019,Rede Decisão,Topázio,Topázio,TOPAZIO,8.417,"45,000",6,2,3,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,7.5,9.7,7.5,Não atendido,9.6,"9,7","9,5",,Não,9.333,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-488,1,A,Aluno-488,2012,10,Menina,2022,Escola Pública,,,AMETISTA,7.413,"351,000",92,8,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.8,7.5,Não atendido,7.3,"6,0","8,5",,Não,7.722,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-489,1,A,Aluno-489,2013,9,Menina,2022,Escola Pública,,,QUARTZO,5.853,"743,000",176,12,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,7.2,7.5,Não atendido,0.0,"0,0","0,0",,Não,6.5,10.0,Fase 1 (4º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-490,1,A,Aluno-490,2012,10,Menina,2022,Escola Pública,,,AMETISTA,7.576,"283,000",77,5,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,7.9,8.2,7.5,Não atendido,7.7,"6,0","9,3",,Não,8.722,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,1
RA-491,1,A,Aluno-491,2011,11,Menino,2022,Escola Pública,,,AMETISTA,7.461,"329,000",86,7,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,7.5,9.7,7.5,Não atendido,7.0,"6,0","8,0",,Não,7.722,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-492,1,A,Aluno-492,2011,11,Menina,2022,Escola Pública,,,AMETISTA,7.678,"242,000",63,3,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,10.0,8.8,7.5,Não atendido,7.1,"8,2","6,0",,Não,8.278,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-493,1,B,Aluno-493,2013,9,Menina,2020,Escola Pública,Topázio,Topázio,TOPAZIO,8.306,"61,000",12,1,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,10.0,9.4,7.5,Sem limitações,7.2,"7,3","7,0",,Não,8.278,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-494,1,B,Aluno-494,2011,11,Menina,2022,Escola Pública,,,AGATA,6.407,"661,000",159,13,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,6.4,8.3,5.0,Requer avaliação,5.8,"6,3","5,2",,Não,6.944,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-495,1,B,Aluno-495,2011,11,Menino,2022,Escola Pública,,,AMETISTA,7.857,"184,000",42,6,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,8.9,7.5,Sem limitações,8.4,"8,0","8,8",,Não,8.056,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-496,1,B,Aluno-496,2011,11,Menino,2018,Escola Pública,Quartzo,Quartzo,AGATA,6.683,"595,000",145,12,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,6.8,7.5,Requer avaliação,5.7,"5,8","5,5",,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-497,1,B,Aluno-497,2009,13,Menina,2016,Rede Decisão,Quartzo,Quartzo,AGATA,6.323,"678,000",163,14,3,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,6.9,9.2,5.0,Não indicado,5.1,"4,2","6,0",,Não,5.833,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-498,1,B,Aluno-498,2011,11,Menina,2018,Escola Pública,Ametista,Ágata,AMETISTA,7.7,"234,000",61,9,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.8,7.5,Sem limitações,8.8,"8,0","9,5",,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-499,1,B,Aluno-499,2012,10,Menino,2020,Escola Pública,Ágata,Ametista,AMETISTA,7.826,"196,000",46,7,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,10.0,7.5,Sem limitações,8.2,"8,2","8,2",,Não,7.444,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-500,1,B,Aluno-500,2012,10,Menina,2020,Escola Pública,Topázio,Topázio,TOPAZIO,8.232,"75,000",16,3,3,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,10.0,7.5,Sem limitações,9.5,"9,5","9,5",,Sim,7.889,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-501,1,B,Aluno-501,2013,9,Menino,2021,Escola Pública,,Topázio,AMETISTA,7.794,"201,000",48,8,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.5,8.8,7.5,Sem limitações,6.8,"8,0","5,7",,Não,7.333,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-502,1,B,Aluno-502,2014,8,Menina,2021,Rede Decisão,,Topázio,TOPAZIO,8.287,"62,000",13,2,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.5,9.7,7.5,Sem limitações,7.4,"6,7","8,2",,Não,7.778,10.0,ALFA  (2º e 3º ano),1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-503,1,B,Aluno-503,2012,10,Menino,2020,Escola Pública,Topázio,Topázio,AMETISTA,7.95,"155,000",38,5,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,10.0,7.5,Sem limitações,8.8,"8,7","9,0",,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-504,1,B,Aluno-504,2013,9,Menina,2021,Escola Pública,,Topázio,TOPAZIO,8.072,"124,000",29,4,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,8.9,7.5,Sem limitações,8.0,"7,8","8,2",,Não,7.556,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-505,1,B,Aluno-505,2011,11,Menina,2019,Escola Pública,Topázio,Ametista,AMETISTA,7.591,"276,000",73,10,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.5,8.0,7.5,Sem limitações,8.4,"8,2","8,7",,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-506,1,B,Aluno-506,2010,12,Menino,2020,Escola Pública,Ametista,Ágata,AMETISTA,7.132,"446,000",113,11,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.5,7.3,7.5,Sem limitações,7.2,"8,3","6,0",,Não,7.278,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-507,1,C,Aluno-507,2011,11,Menina,2021,Escola Pública,,Ágata,AMETISTA,7.653,"254,000",66,4,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.5,10.0,7.5,Não atendido,7.4,"7,3","7,5",,Não,7.222,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-508,1,C,Aluno-508,2012,10,Menino,2022,Escola Pública,,,AGATA,6.575,"636,000",155,10,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,7.4,7.5,Não atendido,4.5,"0,0","9,0",,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-509,1,C,Aluno-509,2010,12,Menina,2018,Escola Pública,Ametista,Ágata,AMETISTA,7.808,"199,000",47,3,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,9.0,8.2,7.5,Não atendido,9.2,"9,3","9,0",,Sim,7.833,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-510,1,C,Aluno-510,2010,12,Menino,2022,Escola Pública,,,AMETISTA,7.336,"379,000",98,6,3,Avaliador-4,Promovido de Fase,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,8.0,9.3,7.5,Não atendido,7.1,"5,8","8,3",,Não,7.056,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-511,1,C,Aluno-511,2012,10,Menina,2022,Escola Pública,,,AMETISTA,7.094,"458,000",117,7,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,10.0,7.5,Não atendido,5.3,"2,0","8,5",,Não,7.056,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-512,1,C,Aluno-512,2012,10,Menina,2022,Escola Pública,,,AMETISTA,7.365,"374,000",97,5,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,9.3,7.5,Não atendido,6.2,"5,3","7,0",,Não,7.722,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-513,1,C,Aluno-513,2013,9,Menino,2021,Escola Pública,,Topázio,TOPAZIO,8.229,"77,000",17,2,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,9.0,9.6,5.6,Requer avaliação,8.3,"8,2","8,5",,Não,7.778,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-514,1,C,Aluno-514,2013,9,Menina,2022,Escola Pública,,,AMETISTA,7.039,"476,000",123,8,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,9.7,7.5,Não atendido,4.8,"2,0","7,5",,Não,5.889,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-515,1,C,Aluno-515,2010,12,Menino,2022,Escola Pública,,,AGATA,6.582,"631,000",154,9,3,Avaliador-4,Mantido na Fase atual,Avaliador-2,Promovido de Fase,Avaliador-15,Mantido na Fase atual,,,8.0,6.3,7.5,Não atendido,5.8,"8,5","3,2",,Não,7.556,5.0,Fase 3 (7º e 8º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-516,1,C,Aluno-516,2013,9,Menino,2019,Rede Decisão,Topázio,Topázio,TOPAZIO,8.903,"8,000",2,1,3,Avaliador-4,Promovido de Fase + Bolsa,Avaliador-2,Promovido de Fase,Avaliador-15,Promovido de Fase + Bolsa,,,10.0,9.7,7.5,Não atendido,9.9,"10,0","9,8",,Não,8.056,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-517,1,D,Aluno-517,2010,12,Menina,2017,Escola Pública,Ametista,Ágata,AMETISTA,7.604,"271,000",70,8,3,Avaliador-7,Promovido de Fase,Avaliador-3,Promovido de Fase,Avaliador-15,Promovido de Fase,,,6.9,9.5,7.5,Não atendido,7.7,"7,8","7,5",,Não,7.833,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-518,1,D,Aluno-518,2012,10,Menino,2022,Escola Pública,,,AMETISTA,7.661,"251,000",65,7,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,9.4,7.5,Não atendido,7.5,"6,0","9,0",,Não,7.5,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-519,1,D,Aluno-519,2013,9,Menino,2022,Escola Pública,,,AMETISTA,8.0,"144,000",36,5,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,7.4,9.6,7.5,Não atendido,7.5,"7,0","8,0",,Não,7.333,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-520,1,D,Aluno-520,2011,11,Menina,2022,Escola Pública,,,AMETISTA,7.035,"478,000",125,10,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,6.8,7.5,Não atendido,6.8,"5,0","8,5",,Não,7.278,5.0,Fase 2 (5º e 6º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,0
RA-521,1,D,Aluno-521,2013,9,Menino,2022,Escola Pública,,,AMETISTA,7.725,"228,000",59,6,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,9.0,10.0,5.0,Requer avaliação,6.0,"5,0","7,0",,Não,7.5,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-522,1,D,Aluno-522,2013,9,Menino,2021,Escola Pública,,Topázio,TOPAZIO,8.306,"60,000",11,1,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Promovido de Fase,,,9.5,9.1,7.5,Não atendido,7.5,"7,0","8,0",,Não,8.167,10.0,Fase 1 (4º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-523,1,D,Aluno-523,2011,11,Menina,2022,Escola Pública,,,AMETISTA,7.591,"278,000",74,9,3,Avaliador-7,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,9.5,7.5,Não atendido,6.5,"5,0","8,0",,Não,7.556,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-524,1,D,Aluno-524,2011,11,Menino,2019,Escola Pública,Ametista,Ametista,AGATA,6.947,"507,000",132,11,3,Avaliador-7,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,Avaliador-15,Promovido de Fase,,,0.0,9.4,5.0,Requer avaliação,9.1,"9,0","9,2",,Sim,8.056,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-525,1,D,Aluno-525,2011,11,Menina,2021,Escola Pública,,Ágata,AMETISTA,8.013,"138,000",35,4,3,Avaliador-7,Promovido de Fase,Avaliador-3,Promovido de Fase,Avaliador-15,Promovido de Fase,,,9.0,9.3,7.5,Não atendido,8.6,"8,3","8,8",,Não,8.167,5.0,Fase 2 (5º e 6º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
RA-526,1,D,Aluno-526,2010,12,Menino,2022,Escola Pública,,,TOPAZIO,8.079,"123,000",28,2,3,Avaliador-7,Promovido de Fase,Avaliador-3,Mantido na Fase atual,Avaliador-15,Mantido na Fase atual,,,10.0,9.9,7.5,Não atendido,8.0,"7,7","8,3",,Não,8.167,5.0,Fase 3 (7º e 8º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,0
